"Complaint #","Date","Address #","Street Name","Borough","Block","Lot","BIN","Postcode","Landmark Name","Work Reported","Action Taken","Status","Council District","Community Board","NTA","Latitude","Longitude"
"CMP-17-00607","05/17/2017","214","Lincoln Road","Brooklyn","5029","24","3114731","11225","Prospect Lefferts Gardens - Historic District","Installation of fence","Warning Letter Issued","Closed","40","BK-09","Prospect Lefferts Gardens-Wingate","40.66126172226","-73.9555186203"
"CMP-17-00604","05/17/2017","81-07","37th Avenue","Queens","1281","38","4029691","11372","Jackson Heights - Historic District","Installation of signage at salon","Warning Letter Issued","Closed","25","QN-03","Jackson Heights","40.7496794694","-73.88506324733"
"CMP-17-00611","05/18/2017","299","Vanderbilt Avenue","Brooklyn","1929","16","3055281","11205","Clinton Hill - Historic District","Installation of stoop gate","Warning Letter Issued","Closed","35","BK-02","Clinton Hill","40.68901307668","-73.96900404601"
"CMP-17-00613","05/18/2017","31","West 26th Street","Manhattan","828","15","1015637","10010","Madison Square North - Historic District","Illegal storefront work","Warning Letter Issued","Closed","03","MN-05","Hudson Yards-Chelsea-Flatiron-Union Square","40.74413158442","-73.98978698011"
"CMP-17-00610","05/18/2017","266","Kingston Avenue","Brooklyn","1257","80","3032469","11213","Crown Heights North  III - Historic District","Façade work and interior alterations","Warning Letter Issued","Closed","35","BK-08","Crown Heights North","40.67046997501","-73.94210602015"
"CMP-17-00614","05/18/2017","160","West 71st Street","Manhattan","1142","64","1029778","10023","Upper West Side/Central Park West - Historic District","Coating façade on West 71st Street","No Warning Letter Issued","Closed","06","MN-07","Lincoln Square","40.77753677275","-73.98118850636"
"CMP-17-00608","05/18/2017","1151","Broadway","Manhattan","828","51","1015655","10001","Madison Square North - Historic District","Installation of speaker, damage to façade; installation of flagpole","Warning Letter Issued","Closed","03","MN-05","Hudson Yards-Chelsea-Flatiron-Union Square","40.74419463603","-73.98894610971"
"CMP-17-00609","05/18/2017","1153","Broadway","Manhattan","828","51","1015655","10001","Madison Square North - Historic District","Installation of cornice in noncompliance","Warning Letter Issued","Closed","03","MN-05","Hudson Yards-Chelsea-Flatiron-Union Square","40.74425227474","-73.9889352736"
"CMP-17-00612","05/18/2017","222","West 139th Street","Manhattan","2024","144","1060339","10030","St. Nicholas - Historic District","Alteration to exterior, added metal box with tubing","Warning Letter Issued","Closed","09","MN-10","Central Harlem North-Polo Grounds","40.81834932702","-73.94305400731"
"CMP-17-00615","05/19/2017","158","Franklin Street","Manhattan","189","7504","1002133","10013","Tribeca West - Historic District","replacement of storefront without permits","Warning Letter Issued","Closed","01","MN-01","SoHo-TriBeCa-Civic Center-Little Italy","40.71925329223","-74.0081457211"
"CMP-17-00616","05/21/2017","476","West 141st Street","Manhattan","2057","56","1061214","10031","Hamilton Heights  Extension - Historic District","Steps at front of the building and sidewalk broken","No Warning Letter Issued","Closed","09","MN-09","Hamilton Heights","40.82240872456","-73.94882063298"
"CMP-17-00617","05/22/2017","111","Noble Street","Brooklyn","2566","74","3064932","11222","Greenpoint - Historic District","Work at building without a permit","No Warning Letter Issued","Closed","33","BK-01","Greenpoint","40.72858837306","-73.95611590396"
"CMP-17-00618","05/22/2017","100","West 85th Street","Manhattan","1215","33","1032130","10024","Upper West Side/Central Park West - Historic District","Installation of garbage enclosures","Warning Letter Issued","Closed","06","MN-07","Upper West Side","40.78597797397","-73.97310445896"
"CMP-17-00619","05/23/2017","141","East 18th Street","Manhattan","874","29","1017877","10003","Gramercy Park - Historic District","Construction of rear wall--see file","Warning Letter Issued","Closed","02","MN-06","Gramercy","40.73627851203","-73.98650091716"
"CMP-17-00621","05/24/2017","49","West 92nd Street","Manhattan","1206","15","1031633","10025","Upper West Side/Central Park West - Historic District","Construction of rear addition in noncompliance--cladding, see complaint","No Warning Letter Issued","Closed","06","MN-07","Upper West Side","40.78969850975","-73.96793878107"
"CMP-17-00620","05/24/2017","26","West 74th Street","Manhattan","1126","7503","1028678","10023","Central Park West - West 73rd-74th Street - Historic District;  Upper West Side/Central Park West - Historic District","2nd floor windows noncompliant","Warning Letter Issued","Closed","06","MN-07","Lincoln Square","40.77791182199","-73.97592404094"
"CMP-17-00622","05/25/2017","1481","Jefferson Avenue","Brooklyn","3386","31","3077763","11237",,"Site unsafe for workers","No Warning Letter Issued","Closed","37","BK-04","Bushwick North","40.69647111326","-73.90819899999"
"CMP-17-00623","05/26/2017","117","9th sTreet","Brooklyn","990","69","3021536","11215",,"Site conditions endangering workers","No Warning Letter Issued","Closed","39","BK-06","Park Slope-Gowanus","40.67291076667","-73.99398688136"
"CMP-17-00625","05/30/2017","130","West 18th Street","Manhattan","793","56","1014666","10011","130-132 West 18th Street Stables Building - Individual Landmark","Installation of box sign","Warning Letter Issued","Closed","03","MN-04","Hudson Yards-Chelsea-Flatiron-Union Square","40.74028931869","-73.99605576432"
"CMP-17-00626","05/30/2017","160","West 71st Street","Manhattan","1142","64","1029778","10023","Upper West Side/Central Park West - Historic District","Repairs to northern façade in noncompliance","No Warning Letter Issued","Closed","06","MN-07","Lincoln Square","40.77753677275","-73.98118850636"
"CMP-17-00624","05/30/2017","75","Thompson Street","Manhattan","489","28","1007361","10012","Sullivan-Thompson - Historic District","replacement of storefront windows","No Warning Letter Issued","Closed","03","MN-02","SoHo-TriBeCa-Civic Center-Little Italy","40.72450701028","-74.00294755482"
"CMP-17-00629","05/31/2017","100","West 12th Street","Manhattan","607","38","1010577","10011","Greenwich Village - Historic District","Installation of plastic numbers at building façade","No Warning Letter Issued","Closed","03","MN-02","West Village","40.73620792612","-73.99823548664"
"CMP-17-00628","05/31/2017","40","Downing Street","Brooklyn","1982","46","3056841","11238","Clinton Hill - Historic District","Construction; cinderblock wall being constructed in rear yard","Warning Letter Issued","Closed","35","BK-02","Clinton Hill","40.68441316716","-73.96104860439"
"CMP-17-00627","05/31/2017","2370","7th Avenue","Manhattan","2024","33","1060293","12345","St. Nicholas - Historic District","Large metal pipes, people drilling holes in façade","Warning Letter Issued","Closed","09","MN-10","Central Harlem North-Polo Grounds","40.81755012626","-73.94207561614"
"CMP-17-00630","06/02/2017","800","Marcy Avenue","Brooklyn","1813","41","3051119","11216","Saint George's Protestant Episcopal Church - Individual Landmark","Stained glass window removed","No Warning Letter Issued","Closed","36","BK-03","Bedford","40.68634006687","-73.94742148668"
"CMP-17-00631","06/03/2017","441","West 24th Street","Manhattan","722","15","1012792","10011","441 West 24th Street House - Individual Landmark","repointing in noncompliance; wrong window sills","No Warning Letter Issued","Closed","03","MN-04","Hudson Yards-Chelsea-Flatiron-Union Square","40.7476809793","-74.00207880313"
"CMP-17-00632","06/05/2017","65-16","Fleet Street","Queens","3150","88","4074475","11375",,"Ongoing work","No Warning Letter Issued","Closed","29","QN-06","Forest Hills","40.71951948904","-73.85751779137"
"CMP-17-00633","06/05/2017","773","NOSTRAND AVENUE","BROOKLYN","1255","80","3032349","11216","Crown Heights North  II - Historic District","Electric work without permits","Warning Letter Issued","Closed","35","BK-08",,"40.67093771258","-73.95038963122"
"CMP-17-00634","06/06/2017","102","Bedford Street","Manhattan","588","42","1010032","10014","Greenwich Village - Historic District","painted the building","No Warning Letter Issued","Closed","03","MN-02","West Village","40.73268902975","-74.00558913469"
"CMP-17-00635","06/07/2017","303","Canal Street","Manhattan","231","2","1003006","10013","SoHo-Cast Iron - Historic District","Installation of  signage at projecting structure","Warning Letter Issued","Closed","01","MN-02","SoHo-TriBeCa-Civic Center-Little Italy","40.71967625111","-74.00226191299"
"CMP-17-00639","06/08/2017","240","West 10th Street","Manhattan","619","15","1011137","10014","Greenwich Village - Historic District","construction at rear wall?","Warning Letter Issued","Closed","03","MN-02","West Village","40.73384182579","-74.00560366452"
"CMP-17-00636","06/08/2017","250","44th Street","Brooklyn","736","23","3011087","11232",,"Unsafe electrical work","No Warning Letter Issued","Closed","38","BK-07","Sunset Park West","40.6517754641","-74.01233596201"
"CMP-17-00640","06/08/2017","53","West 89th Street","Manhattan","1203","12","1031551","10024","Upper West Side/Central Park West - Historic District","Possible FTM","No Warning Letter Issued","Closed","06","MN-07","Upper West Side","40.78804120559","-73.96984269274"
"CMP-17-00638","06/08/2017","92","Mercer Street","Manhattan","484","1","1083498","10012","SoHo-Cast Iron - Historic District","Installation of bracket sign in cast iron","Warning Letter Issued","Closed","01","MN-02","SoHo-TriBeCa-Civic Center-Little Italy","40.7230138998","-73.99994227684"
"CMP-17-00637","06/08/2017","584","Halsey Street","Brooklyn","1666","22","3046493","11233","Bedford Stuyvesant/Expanded Stuyvesant Heights - Historic District","ongoing façade work","Warning Letter Issued","Closed","36","BK-03","Stuyvesant Heights","40.68396812567","-73.93097106872"
"CMP-17-00643","06/09/2017","302","Stuyvesant Avenue","Brooklyn","1660","38","3046079","11233","Bedford Stuyvesant/Expanded Stuyvesant Heights - Historic District","unfinished storefront","No Warning Letter Issued","Closed","36","BK-03","Stuyvesant Heights","40.68445477873","-73.93236593694"
"CMP-17-00641","06/09/2017","763","Greenwich Street","Manhattan","634","53","1011912","10014","Greenwich Village - Historic District","Reinstallation of stoop gate","Warning Letter Issued","Closed","03","MN-02","West Village","40.73613638215","-74.00668277145"
"CMP-17-00642","06/09/2017","120","Prince Street","Manhattan","500","16","1089012","10012","SoHo-Cast Iron - Historic District","Replacement of windows?--check file","Warning Letter Issued","Closed","01","MN-02","SoHo-TriBeCa-Civic Center-Little Italy","40.72522068473","-73.99979435444"
"CMP-17-00644","06/12/2017","471","6th Avenue","Manhattan","607","44","1010579","10011","Greenwich Village - Historic District","removal of parapet--failure to install cornice","Warning Letter Issued","Closed","03","MN-02","West Village","40.73563976015","-73.99810559997"
"CMP-17-00645","06/12/2017","67","West 68th Street","Manhattan","1121","5","1028441","10023","Upper West Side/Central Park West - Historic District","Installation of garbage enclosure","Warning Letter Issued","Closed","06","MN-07","Lincoln Square","40.7745008595","-73.97980654751"
"CMP-17-00646","06/12/2017","69","West 68th Street","Manhattan","1121","104","1028484","10023","Upper West Side/Central Park West - Historic District","Installation of garbage enclosure","Warning Letter Issued","Closed","06","MN-07","Lincoln Square","40.77451733424","-73.97984264739"
"CMP-17-00647","06/13/2017","769","Greenwich Street","Manhattan","634","56","1011915","10014","Greenwich Village - Historic District","Installation of security cameras","Warning Letter Issued","Closed","03","MN-02","West Village","40.73632302807","-74.00663588074"
"CMP-17-00648","06/13/2017","210","West 10th Street","Manhattan","619","56","1011158","10014","Greenwich Village - Historic District","Replacement of door","Warning Letter Issued","Closed","03","MN-02","West Village","40.73405048512","-74.00424696316"
"CMP-17-00649","06/14/2017","10","Astor Place","Manhattan","545","26","1080094","10003","NoHo - Historic District","Installation of signage","Warning Letter Issued","Closed","02","MN-02","West Village","40.72997159359","-73.99219573574"
"CMP-17-00650","06/14/2017","18","Bowery","Manhattan","162","53","1001716","10013","Edward Mooney House - Individual Landmark","Possible FTM","Warning Letter Issued","Closed","01","MN-03","Chinatown","40.71453804736","-73.99716471043"
"CMP-17-00651","06/14/2017","103","West 10th Street","Manhattan","606","74","1010554","10011","Greenwich Village - Historic District","Hole being drilled in façade","Warning Letter Issued","Closed","03","MN-02","West Village","40.73483281377","-73.99898605721"
"CMP-17-00654","06/15/2017","906","Lincoln Place","Brooklyn","1263","18","3032729","11213","Crown Heights North  II - Historic District","Railing added at stoop","Warning Letter Issued","Closed","35","BK-08","Crown Heights North","40.67058734778","-73.94642454336"
"CMP-17-00655","06/15/2017","998","Sterling Place","Brooklyn","1249","32","3031999","11213","Crown Heights North  II - Historic District","Replacement of garden entrance door","Warning Letter Issued","Closed","35","BK-08","Crown Heights North","40.67227506542","-73.94574185143"
"CMP-17-00653","06/15/2017","48","Jefferson Street","Brooklyn","3171","13","3072195","11206",,"Demolition work","No Warning Letter Issued","Closed","34","BK-04","Bushwick South","40.69864574335","-73.93322789088"
"CMP-17-00652","06/15/2017","343","Amsterdam Avenue","Manhattan","1148","1","1030169","10024","Upper West Side/Central Park West - Historic District","Sfs in noncompliance","Warning Letter Issued","Closed","06","MN-07","Upper West Side","40.78135443357","-73.97962031524"
"CMP-17-00656","06/15/2017","313","West 105th Street","Manhattan","1891","47","1057233","10025","Riverside - West 105th Street - Historic District","Demolition work and painting","Warning Letter Issued","Closed","06","MN-07","Upper West Side","40.80113071412","-73.96943945015"
"CMP-17-00657","06/16/2017","413","Greenwich Street","Manhattan","214","9","1002800","10013","Tribeca West - Historic District","Installation of signage and lighting","Warning Letter Issued","Closed","01","MN-01","SoHo-TriBeCa-Civic Center-Little Italy","40.72135289298","-74.00992813583"
"CMP-17-00658","06/19/2017","539","9th Street","Brooklyn","1091","58","3025970","11215","Park Slope - Historic District","Removal of paving and installing grass?","No Warning Letter Issued","Closed","39","BK-06","Park Slope-Gowanus","40.66530584205","-73.97828242829"
"CMP-17-00659","06/19/2017","293","Church Street","Manhattan","193","20","1002207","10013","Tribeca East - Historic District","Installation of pipes? At bulkhead","Warning Letter Issued","Closed","01","MN-01","SoHo-TriBeCa-Civic Center-Little Italy","40.71913271838","-74.00461758376"
"CMP-17-00661","06/20/2017","462","6th Avenue","Manhattan","575","1","1009562","10011","Greenwich Village - Historic District","Adding decals at the door and windows; ; installed the wrong color awning at 464","Warning Letter Issued","Closed","03","MN-02","West Village","40.73548331067","-73.99819581373"
"CMP-17-00662","06/20/2017","2802","Frederick Douglass Boulevard","Manhattan","2035","1","1084148","10039","Dunbar Apartments - Individual Landmark","Replacement of 3rd southernmost Fred Doug and installation of awnings","Warning Letter Issued","Closed","09","MN-10","Central Harlem North-Polo Grounds","40.82541543342","-73.94001283002"
